,COUNTY,STATE,5/17/20,POPULATION,infection_rate
2848,Essex County,Virginia,31,11036.0,0.0028089887640449437
2849,Fairfax County,Virginia,7643,1143529.0,0.0066836958223184546
2850,Fairfax County,Virginia,7643,1143529.0,0.0066836958223184546
2851,Fauquier County,Virginia,213,69115.0,0.00308182015481444
2852,Floyd County,Virginia,4,15666.0,0.00025533001404315077
2853,Fluvanna County,Virginia,81,26282.0,0.003081957233087284
2854,Franklin County,Virginia,30,56233.0,0.0005334945672469902
2855,Franklin County,Virginia,30,56233.0,0.0005334945672469902
2856,Frederick County,Virginia,211,85153.0,0.002477892734254812
2857,Giles County,Virginia,5,16814.0,0.0002973712382538361
2858,Gloucester County,Virginia,28,37161.0,0.000753478108769947
2859,Goochland County,Virginia,87,22482.0,0.003869762476647985
2860,Grayson County,Virginia,21,15811.0,0.0013281892353424832
2861,Greene County,Virginia,19,19410.0,0.0009788768675940238
2862,Greensville County,Virginia,50,11659.0,0.004288532464190754
2863,Halifax County,Virginia,27,34779.0,0.0007763305442939705
2864,Hanover County,Virginia,220,104449.0,0.0021062911085793067
2865,Henrico County,Virginia,1252,325642.0,0.003844712905583432
2866,Henry County,Virginia,36,51588.0,0.0006978367062107466
2867,Highland County,Virginia,2,2214.0,0.0009033423667570009
2868,Isle of Wight County,Virginia,115,36372.0,0.003161772792257781
2869,James City County,Virginia,186,74153.0,0.002508327377179615
2870,King and Queen County,Virginia,7,7052.0,0.0009926262053318207
2871,King George County,Virginia,48,25890.0,0.0018539976825028969
2872,King William County,Virginia,14,16497.0,0.000848639146511487
2873,Lancaster County,Virginia,7,10804.0,0.0006479081821547575
2874,Lee County,Virginia,10,24134.0,0.00041435319466313084
2875,Loudoun County,Virginia,1446,385143.0,0.0037544496459756506
2876,Louisa County,Virginia,59,35380.0,0.0016676088185415489
2877,Lunenburg County,Virginia,7,12278.0,0.0005701254275940707
2878,Madison County,Virginia,24,13139.0,0.001826623030672045
2879,Mathews County,Virginia,5,8796.0,0.0005684402000909505
2880,Mecklenburg County,Virginia,167,30847.0,0.005413816578597594
2881,Middlesex County,Virginia,12,10700.0,0.0011214953271028037
2882,Montgomery County,Virginia,66,97997.0,0.0006734900047960651
2883,Nelson County,Virginia,12,14812.0,0.0008101539292465569
2884,New Kent County,Virginia,26,21103.0,0.001232052314836753
2885,Northampton County,Virginia,198,11957.0,0.01655933762649494
2886,Northumberland County,Virginia,18,12223.0,0.0014726335596825656
2887,Nottoway County,Virginia,16,15500.0,0.001032258064516129
2888,Orange County,Virginia,56,35612.0,0.0015725036504549029
2889,Page County,Virginia,161,23749.0,0.006779232809802518
2890,Patrick County,Virginia,6,17859.0,0.0003359650596337981
2891,Pittsylvania County,Virginia,24,61676.0,0.0003891302937933718
2892,Powhatan County,Virginia,24,28574.0,0.0008399244068033877
2893,Prince Edward County,Virginia,73,22956.0,0.003179996515072312
2894,Prince George County,Virginia,49,37894.0,0.0012930806987913653
2895,Prince William County,Virginia,3666,456749.0,0.008026290150607884
2896,Pulaski County,Virginia,10,34234.0,0.000292107261786528
2897,Rappahannock County,Virginia,12,7332.0,0.0016366612111292963
2898,Richmond County,Virginia,261,8878.0,0.02939851317864384
2899,Richmond County,Virginia,261,8878.0,0.02939851317864384
2900,Roanoke County,Virginia,85,93583.0,0.0009082846243441651
2901,Roanoke County,Virginia,85,93583.0,0.0009082846243441651
2902,Rockbridge County,Virginia,11,22509.0,0.0004886934115242792
2903,Rockingham County,Virginia,389,79444.0,0.004896530889683299
2904,Russell County,Virginia,8,27408.0,0.0002918855808523059
2905,Scott County,Virginia,7,22009.0,0.00031805170612022357
2906,Shenandoah County,Virginia,303,43045.0,0.007039145080729469
2907,Smyth County,Virginia,15,31059.0,0.00048295180141021924
2908,Southampton County,Virginia,135,17939.0,0.007525503093817939
2909,Spotsylvania County,Virginia,312,131412.0,0.0023742124006940007
2910,Stafford County,Virginia,467,144012.0,0.0032427853234452686
2911,Surry County,Virginia,6,6600.0,0.0009090909090909091
2912,Sussex County,Virginia,80,11486.0,0.006965000870625109
2913,Tazewell County,Virginia,6,42080.0,0.00014258555133079848
2914,Warren County,Virginia,99,39449.0,0.0025095693173464474
2915,Washington County,Virginia,49,54406.0,0.0009006359592691983
2916,Westmoreland County,Virginia,42,17638.0,0.0023812223608118835
2917,Wise County,Virginia,23,39025.0,0.0005893657911595131
2918,Wythe County,Virginia,16,28940.0,0.0005528680027643401
2919,York County,Virginia,62,67587.0,0.0009173361741163242
2920,Alexandria city,Virginia,1476,156505.0,0.009431008593974633
2921,Bristol city,Virginia,3,16843.0,0.00017811553761206436
2922,Buena Vista city,Virginia,8,6399.0,0.0012501953430223472
2923,Charlottesville city,Virginia,71,47042.0,0.0015092895710216402
2924,Chesapeake city,Virginia,384,237820.0,0.0016146665545370448
2925,Colonial Heights city,Virginia,76,17593.0,0.004319899960211448
2926,Covington city,Virginia,2,5582.0,0.00035829451809387314
2927,Danville city,Virginia,44,41512.0,0.001059934476777799
2928,Emporia city,Virginia,52,5381.0,0.00966363129529827
2929,Fairfax city,Virginia,47,23865.0,0.001969411271736853
2930,Falls Church city,Virginia,44,14067.0,0.003127887964740172
2931,Franklin city,Virginia,29,8211.0,0.0035318475216173425
2932,Fredericksburg city,Virginia,93,28469.0,0.003266711159506832
2933,Galax city,Virginia,80,6638.0,0.012051822838204279
2934,Hampton city,Virginia,161,135583.0,0.0011874645051370748
2935,Harrisonburg city,Virginia,632,53391.0,0.011837201026390215
2936,Hopewell city,Virginia,51,22408.0,0.002275972866833274
2937,Lexington city,Virginia,6,7110.0,0.0008438818565400844
2938,Lynchburg city,Virginia,73,80131.0,0.0009110082240331457
2939,Manassas city,Virginia,594,41457.0,0.014328098994138505
2940,Manassas Park city,Virginia,187,16423.0,0.011386470194239785
2941,Martinsville city,Virginia,5,13101.0,0.0003816502557056713
2942,Newport News city,Virginia,193,180145.0,0.0010713591828804573
2943,Norfolk city,Virginia,350,245592.0,0.0014251278543275026
2944,Norton city,Virginia,2,3990.0,0.0005012531328320802
2945,Petersburg city,Virginia,58,31827.0,0.001822352090991925
2946,Poquoson city,Virginia,7,12039.0,0.0005814436414984634
2947,Portsmouth city,Virginia,225,95311.0,0.0023606928895930166
2948,Radford city,Virginia,3,17630.0,0.00017016449234259784
2949,Richmond city,Virginia,758,223787.0,0.003387149387587304
2950,Roanoke city,Virginia,120,99621.0,0.0012045653024964616
2951,Salem city,Virginia,32,25519.0,0.0012539676319605
2952,Staunton city,Virginia,34,24452.0,0.0013904793063962049
2953,Suffolk city,Virginia,264,89160.0,0.0029609690444145358
2954,Virginia Beach city,Virginia,548,450135.0,0.0012174125540115742
2955,Waynesboro city,Virginia,22,21926.0,0.0010033749885980114
2956,Williamsburg city,Virginia,43,14788.0,0.002907763051122532
2957,Winchester city,Virginia,80,27789.0,0.0028788369498722517
2958,Adams County,Washington,50,19452.0,0.0025704297758585236
2959,Asotin County,Washington,18,22337.0,0.0008058378475175718
2960,Benton County,Washington,633,194168.0,0.003260063450208067
2961,Chelan County,Washington,176,75757.0,0.002323217656454189
2962,Clallam County,Washington,21,74487.0,0.000281928390188892
2963,Clark County,Washington,388,465384.0,0.0008337201107042786
2964,Columbia County,Washington,1,4001.0,0.00024993751562109475
2965,Cowlitz County,Washington,68,105112.0,0.0006469289900296826
2966,Douglas County,Washington,126,41371.0,0.0030456116603417853
2967,Ferry County,Washington,1,7576.0,0.00013199577613516366
2968,Franklin County,Washington,444,90660.0,0.004897418927862343
2969,Garfield County,Washington,0,2224.0,0.0
2970,Grant County,Washington,186,94860.0,0.00196078431372549
2971,Grays Harbor County,Washington,15,71967.0,0.00020842886322897995
2972,Island County,Washington,176,81636.0,0.0021559116076240873
2973,Jefferson County,Washington,30,30856.0,0.0009722582317863625
2974,King County,Washington,7472,2163257.0,0.003454050998101474
2975,Kitsap County,Washington,160,262475.0,0.000609581864939518
2976,Kittitas County,Washington,52,44825.0,0.0011600669269380927
2977,Klickitat County,Washington,24,21396.0,0.0011217049915872126
2978,Lewis County,Washington,34,76947.0,0.0004418625807373907
2979,Lincoln County,Washington,2,10435.0,0.00019166267369429804
2980,Mason County,Washington,31,62627.0,0.0004949941718428154
2981,Okanogan County,Washington,40,41638.0,0.0009606609347230895
2982,Pacific County,Washington,9,21281.0,0.00042291245712137586
2983,Pend Oreille County,Washington,2,13219.0,0.0001512973749905439
2984,Pierce County,Washington,1680,859840.0,0.001953851879419427
2985,San Juan County,Washington,15,16473.0,0.0009105809506465125
2986,Skagit County,Washington,425,123907.0,0.0034299918487252536
2987,Skamania County,Washington,3,11620.0,0.00025817555938037863
2988,Snohomish County,Washington,2784,786620.0,0.0035391930029747528
2989,Spokane County,Washington,400,497875.0,0.0008034145116746171
2990,Stevens County,Washington,9,44214.0,0.00020355543493011263
2991,Thurston County,Washington,124,274684.0,0.0004514278225160548
2992,Wahkiakum County,Washington,4,4189.0,0.0009548818333731201
2993,Walla Walla County,Washington,107,60236.0,0.0017763463709409655
2994,Whatcom County,Washington,353,216812.0,0.0016281386639115916
2995,Whitman County,Washington,16,48593.0,0.0003292655320725207
2996,Yakima County,Washington,2253,249325.0,0.009036398275343428
2997,Barbour County,West Virginia,7,16730.0,0.00041841004184100416
2998,Berkeley County,West Virginia,210,113495.0,0.0018503017754086084
2999,Boone County,West Virginia,9,22817.0,0.0003944427400622343
3000,Braxton County,West Virginia,2,14282.0,0.0001400364094664613
3001,Brooke County,West Virginia,3,22772.0,0.00013174073423502546
3002,Cabell County,West Virginia,57,95318.0,0.0005979982794435468
3003,Calhoun County,West Virginia,2,7396.0,0.00027041644131963225
3004,Clay County,West Virginia,2,8785.0,0.00022766078542970974
3005,Doddridge County,West Virginia,0,8536.0,0.0
3006,Fayette County,West Virginia,38,44126.0,0.0008611702850926891
3007,Gilmer County,West Virginia,8,8205.0,0.0009750152346130408
3008,Grant County,West Virginia,6,11641.0,0.0005154196374881882
3009,Greenbrier County,West Virginia,9,35347.0,0.0002546184966192322
3010,Hampshire County,West Virginia,12,23363.0,0.0005136326670376236
3011,Hancock County,West Virginia,12,29680.0,0.00040431266846361187
3012,Hardy County,West Virginia,25,13842.0,0.0018060973847709868
3013,Harrison County,West Virginia,35,68209.0,0.0005131287659986219
3014,Jackson County,West Virginia,136,29018.0,0.004686746157557378
3015,Jefferson County,West Virginia,100,56179.0,0.001780024564338988
3016,Kanawha County,West Virginia,207,185710.0,0.0011146411071024716
3017,Lewis County,West Virginia,5,16276.0,0.0003072007864340133
3018,Lincoln County,West Virginia,5,21078.0,0.00023721415694088623
3019,Logan County,West Virginia,15,33801.0,0.0004437738528445904
3020,McDowell County,West Virginia,6,19217.0,0.0003122235520632773
3021,Marion County,West Virginia,48,56497.0,0.0008496026337681647
3022,Marshall County,West Virginia,24,31645.0,0.000758413651445726
3023,Mason County,West Virginia,15,26939.0,0.0005568135417053343
3024,Mercer County,West Virginia,12,60486.0,0.00019839301656581688
3025,Mineral County,West Virginia,28,27278.0,0.0010264682161448787
3026,Mingo County,West Virginia,4,24741.0,0.0001616749525079827
3027,Monongalia County,West Virginia,117,105252.0,0.0011116178314901379
3028,Monroe County,West Virginia,6,13467.0,0.00044553352639786146
3029,Morgan County,West Virginia,17,17624.0,0.000964593735814798
3030,Nicholas County,West Virginia,9,25324.0,0.000355394092560417
3031,Ohio County,West Virginia,38,42547.0,0.0008931299504077844
3032,Pendleton County,West Virginia,5,7056.0,0.0007086167800453515
3033,Pleasants County,West Virginia,2,7507.0,0.0002664180098574664
3034,Pocahontas County,West Virginia,8,8531.0,0.0009377564177704841
3035,Preston County,West Virginia,15,33837.0,0.000443301711144605
3036,Putnam County,West Virginia,29,56652.0,0.0005118971969215562
3037,Raleigh County,West Virginia,10,76232.0,0.00013117850771329626
3038,Randolph County,West Virginia,7,29065.0,0.00024083949767761913
3039,Ritchie County,West Virginia,1,9932.0,0.00010068465565847765
3040,Roane County,West Virginia,9,14205.0,0.0006335797254487857
3041,Summers County,West Virginia,1,13018.0,7.681671531725304e-05
3042,Taylor County,West Virginia,8,16951.0,0.0004719485576072208
3043,Tucker County,West Virginia,4,7027.0,0.0005692329585883023
3044,Tyler County,West Virginia,3,8909.0,0.0003367381299809182
3045,Upshur County,West Virginia,6,24605.0,0.0002438528754318228
3046,Wayne County,West Virginia,96,40708.0,0.0023582588189053747
3047,Webster County,West Virginia,0,8518.0,0.0
3048,Wetzel County,West Virginia,7,15614.0,0.00044831561419239146
3049,Wirt County,West Virginia,3,5797.0,0.0005175090564084871
3050,Wood County,West Virginia,47,85556.0,0.000549347795595867
3051,Wyoming County,West Virginia,2,21711.0,9.211920224770853e-05
3052,Adams County,Wisconsin,4,20073.0,0.0001992726548099437
3053,Ashland County,Wisconsin,2,15712.0,0.00012729124236252545
3054,Barron County,Wisconsin,11,45252.0,0.00024308317864403783
3055,Bayfield County,Wisconsin,3,14992.0,0.00020010672358591249
3056,Brown County,Wisconsin,2096,259786.0,0.008068179193644
3057,Buffalo County,Wisconsin,5,13167.0,0.000379737221842485
3058,Burnett County,Wisconsin,1,15258.0,6.553938917289291e-05
3059,Calumet County,Wisconsin,57,49807.0,0.0011444174513622583
3060,Chippewa County,Wisconsin,39,63635.0,0.0006128702757916241
3061,Clark County,Wisconsin,28,34491.0,0.0008118059783711693
3062,Columbia County,Wisconsin,36,56954.0,0.0006320890543245427
3063,Crawford County,Wisconsin,22,16288.0,0.0013506876227897839
3064,Dane County,Wisconsin,537,529843.0,0.0010135077749446534
3065,Dodge County,Wisconsin,105,87776.0,0.0011962267590229676
3066,Door County,Wisconsin,33,27439.0,0.001202667735704654
3067,Douglas County,Wisconsin,12,43402.0,0.00027648495461038663
3068,Dunn County,Wisconsin,21,44498.0,0.00047193132275607895
3069,Eau Claire County,Wisconsin,66,102991.0,0.0006408326941189036
3070,Florence County,Wisconsin,2,4337.0,0.0004611482591653217
3071,Fond du Lac County,Wisconsin,139,102315.0,0.001358549577285833
3072,Forest County,Wisconsin,9,9018.0,0.000998003992015968
3073,Grant County,Wisconsin,72,51828.0,0.0013892104653855058
3074,Green County,Wisconsin,44,36864.0,0.001193576388888889
3075,Green Lake County,Wisconsin,11,18757.0,0.0005864477261822253
3076,Iowa County,Wisconsin,11,23620.0,0.0004657070279424217
3077,Iron County,Wisconsin,2,5715.0,0.00034995625546806647
3078,Jackson County,Wisconsin,15,20506.0,0.0007314932214961474
3079,Jefferson County,Wisconsin,60,84652.0,0.0007087841988375939
3080,Juneau County,Wisconsin,21,26419.0,0.0007948824709489383
3081,Kenosha County,Wisconsin,838,168330.0,0.004978316402304996
3082,Kewaunee County,Wisconsin,30,20360.0,0.0014734774066797642
3083,La Crosse County,Wisconsin,45,117850.0,0.00038184132371658886
3084,Lafayette County,Wisconsin,16,16735.0,0.0009560800717060054
3085,Langlade County,Wisconsin,0,19164.0,0.0
3086,Lincoln County,Wisconsin,3,27848.0,0.00010772766446423441
3087,Manitowoc County,Wisconsin,22,79407.0,0.00027705366025665244
3088,Marathon County,Wisconsin,33,135264.0,0.00024396735273243434
3089,Marinette County,Wisconsin,24,40537.0,0.0005920517058489775
3090,Marquette County,Wisconsin,3,15207.0,0.00019727756954034326
3091,Menominee County,Wisconsin,2,4579.0,0.00043677658877484165
3092,Milwaukee County,Wisconsin,4945,954209.0,0.005182302828835192
3093,Monroe County,Wisconsin,15,45502.0,0.0003296558393037669
3094,Oconto County,Wisconsin,30,37556.0,0.0007988071147087016
3095,Oneida County,Wisconsin,7,35345.0,0.00019804781440090535
3096,Outagamie County,Wisconsin,139,184754.0,0.0007523517758749473
3097,Ozaukee County,Wisconsin,122,88284.0,0.001381903855738299
3098,Pepin County,Wisconsin,1,7262.0,0.00013770311209033325
3099,Pierce County,Wisconsin,20,41603.0,0.00048073456241136457
3100,Polk County,Wisconsin,6,43349.0,0.00013841149738171585
3101,Portage County,Wisconsin,7,70599.0,9.915154605589314e-05
3102,Price County,Wisconsin,1,13490.0,7.412898443291327e-05
3103,Racine County,Wisconsin,1017,195398.0,0.005204761563577928
3104,Richland County,Wisconsin,14,17539.0,0.0007982211072467074
3105,Rock County,Wisconsin,429,161769.0,0.002651929603323257
3106,Rusk County,Wisconsin,4,14183.0,0.000282027779736304
3107,St. Croix County,Wisconsin,44,87917.0,0.0005004720361249815
3108,Sauk County,Wisconsin,77,63596.0,0.0012107679728284798
3109,Sawyer County,Wisconsin,4,16370.0,0.0002443494196701283
3110,Shawano County,Wisconsin,31,41009.0,0.0007559316247652954
3111,Sheboygan County,Wisconsin,69,115205.0,0.0005989323380061629
3112,Taylor County,Wisconsin,0,20356.0,0.0
3113,Trempealeau County,Wisconsin,10,29438.0,0.00033969699028466607
3114,Vernon County,Wisconsin,11,30516.0,0.000360466640450911
3115,Vilas County,Wisconsin,4,21593.0,0.00018524521835780114
3116,Walworth County,Wisconsin,280,103013.0,0.002718103540329861
3117,Washburn County,Wisconsin,1,15689.0,6.37389253617184e-05
3118,Washington County,Wisconsin,148,134535.0,0.0011000854796149701
3119,Waukesha County,Wisconsin,476,398879.0,0.001193344347533964
3120,Waupaca County,Wisconsin,17,51444.0,0.00033045641862996654
3121,Waushara County,Wisconsin,5,24116.0,0.00020733123237684525
3122,Winnebago County,Wisconsin,123,169926.0,0.0007238444970163483
3123,Wood County,Wisconsin,6,73274.0,8.188443376914048e-05
3124,Albany County,Wyoming,9,38102.0,0.0002362080730670306
3125,Big Horn County,Wyoming,3,11901.0,0.00025207965717166626
3126,Campbell County,Wyoming,29,47708.0,0.0006078645090970068
3127,Carbon County,Wyoming,14,15477.0,0.0009045680687471732
3128,Converse County,Wyoming,23,13997.0,0.0016432092591269559
3129,Crook County,Wyoming,5,7410.0,0.0006747638326585695
3130,Fremont County,Wyoming,223,40076.0,0.005564427587583591
3131,Goshen County,Wyoming,5,13438.0,0.000372079178449174
3132,Hot Springs County,Wyoming,6,4680.0,0.001282051282051282
