,COUNTY,STATE,5/17/20,POPULATION,infection_rate
1589,Texas County,Missouri,0,25671.0,0.0
1590,Vernon County,Missouri,5,20691.0,0.00024165095935430863
1591,Warren County,Missouri,28,33908.0,0.0008257638315441783
1592,Washington County,Missouri,9,24931.0,0.0003609963499257952
1593,Wayne County,Missouri,0,13308.0,0.0
1594,Webster County,Missouri,16,38082.0,0.0004201460007352555
1595,Worth County,Missouri,2,2040.0,0.000980392156862745
1596,Wright County,Missouri,10,18293.0,0.0005466571912753512
1597,St. Louis city,Missouri,1654,311273.0,0.0053136635686358916
1598,Beaverhead County,Montana,1,9393.0,0.00010646225912913872
1599,Big Horn County,Montana,8,13376.0,0.0005980861244019139
1600,Blaine County,Montana,0,6727.0,0.0
1601,Broadwater County,Montana,4,5834.0,0.0006856359273225917
1602,Carbon County,Montana,6,10546.0,0.0005689360895126114
1603,Carter County,Montana,0,1318.0,0.0
1604,Cascade County,Montana,17,81746.0,0.00020796124581019254
1605,Chouteau County,Montana,0,5789.0,0.0
1606,Custer County,Montana,0,11845.0,0.0
1607,Daniels County,Montana,0,1753.0,0.0
1608,Dawson County,Montana,0,9191.0,0.0
1609,Deer Lodge County,Montana,3,9100.0,0.00032967032967032967
1610,Fallon County,Montana,0,2838.0,0.0
1611,Fergus County,Montana,0,11273.0,0.0
1612,Flathead County,Montana,37,98082.0,0.0003772353744825758
1613,Gallatin County,Montana,149,104729.0,0.0014227195905623085
1614,Garfield County,Montana,0,1141.0,0.0
1615,Glacier County,Montana,6,13699.0,0.00043798817431929337
1616,Golden Valley County,Montana,3,724.0,0.004143646408839779
1617,Granite County,Montana,0,3269.0,0.0
1618,Hill County,Montana,1,16439.0,6.083095078776081e-05
1619,Jefferson County,Montana,3,11778.0,0.00025471217524197657
1620,Judith Basin County,Montana,0,1951.0,0.0
1621,Lake County,Montana,5,29774.0,0.00016793175253576947
1622,Lewis and Clark County,Montana,16,67077.0,0.000238531836546059
1623,Liberty County,Montana,1,2280.0,0.0004385964912280702
1624,Lincoln County,Montana,7,19358.0,0.00036160760409133176
1625,McCone County,Montana,0,1630.0,0.0
1626,Madison County,Montana,8,8218.0,0.0009734728644439036
1627,Meagher County,Montana,1,1968.0,0.0005081300813008131
1628,Mineral County,Montana,0,4211.0,0.0
1629,Missoula County,Montana,39,115983.0,0.0003362561754739919
1630,Musselshell County,Montana,1,4807.0,0.00020802995631370917
1631,Park County,Montana,8,16246.0,0.0004924289055767574
1632,Petroleum County,Montana,0,432.0,0.0
1633,Phillips County,Montana,0,4124.0,0.0
1634,Pondera County,Montana,2,6044.0,0.00033090668431502316
1635,Powder River County,Montana,0,1619.0,0.0
1636,Powell County,Montana,0,6861.0,0.0
1637,Prairie County,Montana,0,1342.0,0.0
1638,Ravalli County,Montana,5,41902.0,0.00011932604648942771
1639,Richland County,Montana,3,11360.0,0.0002640845070422535
1640,Roosevelt County,Montana,7,11228.0,0.0006234413965087282
1641,Rosebud County,Montana,0,9250.0,0.0
1642,Sanders County,Montana,0,11521.0,0.0
1643,Sheridan County,Montana,0,3574.0,0.0
1644,Silver Bow County,Montana,11,34814.0,0.0003159648417303384
1645,Stillwater County,Montana,1,9410.0,0.00010626992561105207
1646,Sweet Grass County,Montana,0,3653.0,0.0
1647,Teton County,Montana,0,6080.0,0.0
1648,Toole County,Montana,29,4976.0,0.005827974276527331
1649,Treasure County,Montana,0,777.0,0.0
1650,Valley County,Montana,0,7532.0,0.0
1651,Wheatland County,Montana,1,2149.0,0.00046533271288971617
1652,Wibaux County,Montana,0,1175.0,0.0
1653,Yellowstone County,Montana,85,157816.0,0.0005386019161555229
1654,Adams County,Nebraska,252,31583.0,0.007978976031409303
1655,Antelope County,Nebraska,5,6372.0,0.0007846829880728185
1656,Arthur County,Nebraska,0,418.0,0.0
1657,Banner County,Nebraska,0,696.0,0.0
1658,Blaine County,Nebraska,0,480.0,0.0
1659,Boone County,Nebraska,3,5313.0,0.000564652738565782
1660,Box Butte County,Nebraska,1,11089.0,9.017945711966815e-05
1661,Boyd County,Nebraska,0,2042.0,0.0
1662,Brown County,Nebraska,0,2988.0,0.0
1663,Buffalo County,Nebraska,136,49030.0,0.0027738119518662045
1664,Burt County,Nebraska,5,6528.0,0.0007659313725490196
1665,Butler County,Nebraska,29,8067.0,0.003594892773025908
1666,Cass County,Nebraska,18,25702.0,0.0007003346043109486
1667,Cedar County,Nebraska,6,8523.0,0.0007039774727208729
1668,Chase County,Nebraska,0,3734.0,0.0
1669,Cherry County,Nebraska,1,5790.0,0.00017271157167530224
1670,Cheyenne County,Nebraska,9,9852.0,0.0009135200974421437
1671,Clay County,Nebraska,18,6232.0,0.002888318356867779
1672,Colfax County,Nebraska,516,10760.0,0.04795539033457249
1673,Cuming County,Nebraska,17,8991.0,0.0018907796685574464
1674,Custer County,Nebraska,29,10830.0,0.002677746999076639
1675,Dakota County,Nebraska,1458,20317.0,0.07176256337057636
1676,Dawes County,Nebraska,1,8896.0,0.00011241007194244605
1677,Dawson County,Nebraska,805,23804.0,0.03381784574021173
1678,Deuel County,Nebraska,0,1894.0,0.0
1679,Dixon County,Nebraska,27,5746.0,0.004698920988513749
1680,Dodge County,Nebraska,242,36683.0,0.00659706130905324
1681,Douglas County,Nebraska,2362,554992.0,0.004255917202410125
1682,Dundy County,Nebraska,0,2023.0,0.0
1683,Fillmore County,Nebraska,4,5574.0,0.0007176175098672408
1684,Franklin County,Nebraska,5,3006.0,0.00166333998669328
1685,Frontier County,Nebraska,1,2609.0,0.0003832886163280951
1686,Furnas County,Nebraska,6,4786.0,0.0012536564981195152
1687,Gage County,Nebraska,41,21595.0,0.001898587636026858
1688,Garden County,Nebraska,0,1860.0,0.0
1689,Garfield County,Nebraska,0,1975.0,0.0
1690,Gosper County,Nebraska,13,2015.0,0.0064516129032258064
1691,Grant County,Nebraska,0,718.0,0.0
1692,Greeley County,Nebraska,2,2410.0,0.0008298755186721991
1693,Hall County,Nebraska,1430,61343.0,0.02331154328937287
1694,Hamilton County,Nebraska,50,9178.0,0.005447809980387884
1695,Harlan County,Nebraska,0,3438.0,0.0
1696,Hayes County,Nebraska,0,943.0,0.0
1697,Hitchcock County,Nebraska,1,2843.0,0.00035174111853675694
1698,Holt County,Nebraska,1,10245.0,9.760858955588091e-05
1699,Hooker County,Nebraska,0,691.0,0.0
1700,Howard County,Nebraska,36,6405.0,0.005620608899297424
1701,Jefferson County,Nebraska,6,7188.0,0.0008347245409015025
1702,Johnson County,Nebraska,7,5197.0,0.0013469309216855877
1703,Kearney County,Nebraska,11,6552.0,0.001678876678876679
1704,Keith County,Nebraska,2,8099.0,0.0002469440671687863
1705,Keya Paha County,Nebraska,0,792.0,0.0
1706,Kimball County,Nebraska,9,3667.0,0.0024543223343332426
1707,Knox County,Nebraska,8,8460.0,0.0009456264775413711
1708,Lancaster County,Nebraska,800,310094.0,0.0025798628802879125
1709,Lincoln County,Nebraska,44,35433.0,0.0012417802613383004
1710,Logan County,Nebraska,0,886.0,0.0
1711,Loup County,Nebraska,0,585.0,0.0
1712,McPherson County,Nebraska,0,454.0,0.0
1713,Madison County,Nebraska,271,35164.0,0.007706745535206461
1714,Merrick County,Nebraska,29,7803.0,0.0037165192874535433
1715,Morrill County,Nebraska,10,4841.0,0.002065688907250568
1716,Nance County,Nebraska,4,3554.0,0.0011254924029262803
1717,Nemaha County,Nebraska,2,7004.0,0.00028555111364934324
1718,Nuckolls County,Nebraska,1,4275.0,0.00023391812865497077
1719,Otoe County,Nebraska,6,15896.0,0.000377453447408153
1720,Pawnee County,Nebraska,0,2676.0,0.0
1721,Perkins County,Nebraska,0,2907.0,0.0
1722,Phelps County,Nebraska,13,9120.0,0.0014254385964912282
1723,Pierce County,Nebraska,1,7157.0,0.0001397233477714126
1724,Platte County,Nebraska,451,33063.0,0.013640625472582645
1725,Polk County,Nebraska,9,5255.0,0.0017126546146527116
1726,Red Willow County,Nebraska,5,10806.0,0.0004627059041273367
1727,Richardson County,Nebraska,1,8009.0,0.0001248595330253465
1728,Rock County,Nebraska,0,1350.0,0.0
1729,Saline County,Nebraska,413,14288.0,0.028905375139977603
1730,Sarpy County,Nebraska,342,178351.0,0.0019175670447600518
1731,Saunders County,Nebraska,20,21024.0,0.0009512937595129375
1732,Scotts Bluff County,Nebraska,54,36255.0,0.0014894497310715764
1733,Seward County,Nebraska,25,17127.0,0.0014596835406083962
1734,Sheridan County,Nebraska,0,5234.0,0.0
1735,Sherman County,Nebraska,2,3042.0,0.0006574621959237344
1736,Sioux County,Nebraska,0,1266.0,0.0
1737,Stanton County,Nebraska,15,5992.0,0.0025033377837116156
1738,Thayer County,Nebraska,0,5098.0,0.0
1739,Thomas County,Nebraska,1,645.0,0.0015503875968992248
1740,Thurston County,Nebraska,19,7140.0,0.002661064425770308
1741,Valley County,Nebraska,3,4224.0,0.0007102272727272727
1742,Washington County,Nebraska,24,20219.0,0.0011870023245462188
1743,Wayne County,Nebraska,4,9367.0,0.0004270310665100886
1744,Webster County,Nebraska,5,3571.0,0.0014001680201624195
1745,Wheeler County,Nebraska,0,822.0,0.0
1746,York County,Nebraska,30,13799.0,0.0021740705848249872
1747,Churchill County,Nevada,5,24010.0,0.00020824656393169514
1748,Clark County,Nevada,5366,2141574.0,0.0025056337067969636
1749,Douglas County,Nevada,25,47828.0,0.0005227063644726938
1750,Elko County,Nevada,20,52252.0,0.0003827604684988134
1751,Esmeralda County,Nevada,0,981.0,0.0
1752,Eureka County,Nevada,0,1830.0,0.0
1753,Humboldt County,Nevada,71,16904.0,0.004200189304306673
1754,Lander County,Nevada,19,5746.0,0.0033066481030281933
1755,Lincoln County,Nevada,2,5174.0,0.00038654812524159255
1756,Lyon County,Nevada,47,53155.0,0.000884206565704073
1757,Mineral County,Nevada,4,4448.0,0.0008992805755395684
1758,Nye County,Nevada,58,43705.0,0.0013270792815467337
1759,Pershing County,Nevada,0,6611.0,0.0
1760,Storey County,Nevada,1,3941.0,0.0002537427048972342
1761,Washoe County,Nevada,1256,450486.0,0.002788099963150908
1762,White Pine County,Nevada,4,9737.0,0.00041080414912190614
1763,Carson City,Nevada,71,54467.0,0.0013035415939926928
1764,Belknap County,New Hampshire,53,60640.0,0.0008740105540897098
1765,Carroll County,New Hampshire,44,47840.0,0.0009197324414715719
1766,Cheshire County,New Hampshire,47,76263.0,0.0006162883705073234
1767,Coos County,New Hampshire,4,32038.0,0.00012485173856045944
1768,Grafton County,New Hampshire,61,89811.0,0.0006792041064012204
1769,Hillsborough County,New Hampshire,1747,411087.0,0.004249708699131814
1770,Merrimack County,New Hampshire,278,149452.0,0.0018601290046302492
1771,Rockingham County,New Hampshire,1104,305129.0,0.0036181418350926986
1772,Strafford County,New Hampshire,232,128237.0,0.0018091502452490312
1773,Sullivan County,New Hampshire,16,43125.0,0.0003710144927536232
1774,Atlantic County,New Jersey,1758,268539.0,0.006546535140147241
1775,Bergen County,New Jersey,17361,929999.0,0.018667762008346245
1776,Burlington County,New Jersey,3937,446367.0,0.008820096467704826
1777,Camden County,New Jersey,5455,507367.0,0.010751586129961152
1778,Cape May County,New Jersey,503,93705.0,0.005367909930099782
1779,Cumberland County,New Jersey,1608,153400.0,0.010482398956975229
1780,Essex County,New Jersey,16204,793555.0,0.02041950463420935
1781,Gloucester County,New Jersey,1832,290852.0,0.006298736126964917
1782,Hudson County,New Jersey,18498,668631.0,0.02766548365241815
1783,Hunterdon County,New Jersey,808,125051.0,0.006461363763584457
1784,Mercer County,New Jersey,5825,368762.0,0.01579609612704129
1785,Middlesex County,New Jersey,14668,826698.0,0.017742875874866032
1786,Monmouth County,New Jersey,7339,623387.0,0.011772783198879668
1787,Morris County,New Jersey,6036,494383.0,0.01220915767734732
1788,Ocean County,New Jersey,7913,591939.0,0.013367931492940995
1789,Passaic County,New Jersey,15205,504041.0,0.030166196797482746
1790,Salem County,New Jersey,459,63336.0,0.007247063281546041
1791,Somerset County,New Jersey,4255,330176.0,0.012887066291917038
1792,Sussex County,New Jersey,1060,142298.0,0.007449155996570578
1793,Union County,New Jersey,14702,553066.0,0.026582722496049295
1794,Warren County,New Jersey,1078,106293.0,0.01014177791576115
1795,Bernalillo County,New Mexico,1210,677692.0,0.001785471866275535
1796,Catron County,New Mexico,2,3539.0,0.0005651313930488839
1797,Chaves County,New Mexico,30,65459.0,0.00045830214332635697
1798,Cibola County,New Mexico,102,26978.0,0.0037808584772777818
1799,Colfax County,New Mexico,5,12353.0,0.00040475997733344126
1800,Curry County,New Mexico,41,50199.0,0.0008167493376362079
1801,De Baca County,New Mexico,0,2060.0,0.0
1802,Do�a Ana County,New Mexico,294,215338.0,0.0013652954889522518
1803,Eddy County,New Mexico,17,57437.0,0.00029597646116614725
1804,Grant County,New Mexico,16,28061.0,0.0005701863796728555
1805,Guadalupe County,New Mexico,19,4382.0,0.00433591967138293
1806,Harding County,New Mexico,1,459.0,0.002178649237472767
1807,Hidalgo County,New Mexico,0,4371.0,0.0
1808,Lea County,New Mexico,16,70126.0,0.00022816073924079514
1809,Lincoln County,New Mexico,3,19482.0,0.0001539882968894364
1810,Los Alamos County,New Mexico,6,18356.0,0.00032686859882327305
1811,Luna County,New Mexico,8,24264.0,0.0003297065611605671
1812,McKinley County,New Mexico,1888,72849.0,0.02591662205383739
1813,Mora County,New Mexico,0,4563.0,0.0
1814,Otero County,New Mexico,8,65745.0,0.00012168225720587116
1815,Quay County,New Mexico,5,8373.0,0.0005971575301564553
1816,Rio Arriba County,New Mexico,31,39307.0,0.0007886635968148167
1817,Roosevelt County,New Mexico,26,19117.0,0.001360046032327248
1818,Sandoval County,New Mexico,493,140769.0,0.003502191533647323
1819,San Juan County,New Mexico,1344,127455.0,0.010544898199364482
1820,San Miguel County,New Mexico,10,28034.0,0.00035670970963829634
1821,Santa Fe County,New Mexico,123,148917.0,0.0008259634561534277
1822,Sierra County,New Mexico,1,11135.0,8.98069151324652e-05
1823,Socorro County,New Mexico,49,17000.0,0.0028823529411764704
1824,Taos County,New Mexico,22,32888.0,0.0006689369982972513
1825,Torrance County,New Mexico,18,15595.0,0.0011542160949022122
1826,Union County,New Mexico,3,4175.0,0.000718562874251497
1827,Valencia County,New Mexico,66,75956.0,0.0008689241139607141
1828,Albany County,New York,1579,307426.0,0.005136195377098879
1829,Allegany County,New York,44,47025.0,0.0009356725146198831
1830,Bronx County,New York,0,1437872.0,0.0
1831,Broome County,New York,414,194402.0,0.002129607720085184
1832,Cattaraugus County,New York,65,77686.0,0.0008367015935947275
1833,Cayuga County,New York,63,77868.0,0.0008090614886731392
1834,Chautauqua County,New York,48,129656.0,0.00037021040291232183
1835,Chemung County,New York,134,85740.0,0.001562864473991136
1836,Chenango County,New York,117,48348.0,0.0024199553239017124
1837,Clinton County,New York,92,80794.0,0.0011386984181993712
1838,Columbia County,New York,340,60919.0,0.00558118156896863
1839,Cortland County,New York,34,48123.0,0.0007065228684828461
1840,Delaware County,New York,69,45502.0,0.0015164168607973275
1841,Dutchess County,New York,3543,293894.0,0.012055366900991514
1842,Erie County,New York,4954,919866.0,0.00538556702824107
1843,Essex County,New York,33,37751.0,0.0008741490291647903
1844,Franklin County,New York,18,50692.0,0.00035508561508719325
1845,Fulton County,New York,171,53743.0,0.0031818097240570867
1846,Genesee County,New York,180,58112.0,0.0030974669603524227
1847,Greene County,New York,212,47617.0,0.004452191444232102
1848,Hamilton County,New York,5,4575.0,0.001092896174863388
1849,Herkimer County,New York,91,62505.0,0.0014558835293176546
1850,Jefferson County,New York,71,114448.0,0.0006203690759122046
1851,Kings County,New York,0,2600747.0,0.0
1852,Lewis County,New York,16,26719.0,0.0005988248063176017
1853,Livingston County,New York,110,63907.0,0.0017212511931400316
1854,Madison County,New York,258,71359.0,0.0036155215179584916
1855,Monroe County,New York,2258,744248.0,0.0030339349249175005
1856,Montgomery County,New York,75,49426.0,0.001517419981386315
1857,Nassau County,New York,39136,1356564.0,0.0288493576418068
1858,New York County,New York,192593,1632480.0,0.11797571792610016
1859,Niagara County,New York,792,211704.0,0.003741072440766353
1860,Oneida County,New York,760,230782.0,0.003293151112305119
1861,Onondaga County,New York,1501,464242.0,0.003233227497727478
1862,Ontario County,New York,146,109472.0,0.001333674364220988
1863,Orange County,New York,9943,378227.0,0.026288445827505703
1864,Orleans County,New York,167,41175.0,0.004055859137826351
1865,Oswego County,New York,84,119104.0,0.0007052659860290166
1866,Otsego County,New York,67,60244.0,0.0011121439479450236
1867,Putnam County,New York,1136,99070.0,0.011466639749671948
1868,Queens County,New York,0,2298513.0,0.0
1869,Rensselaer County,New York,439,159431.0,0.0027535422847501426
1870,Richmond County,New York,0,474101.0,0.0
1871,Rockland County,New York,12758,323686.0,0.039414741446957856
1872,St. Lawrence County,New York,192,109558.0,0.0017524963946037716
1873,Saratoga County,New York,428,227377.0,0.00188233638406699
1874,Schenectady County,New York,620,154883.0,0.0040030216356862925
1875,Schoharie County,New York,47,31364.0,0.001498533350337967
1876,Schuyler County,New York,9,17992.0,0.0005002223210315696
1877,Seneca County,New York,51,34612.0,0.0014734774066797642
1878,Steuben County,New York,234,96927.0,0.0024141879971524964
1879,Suffolk County,New York,38117,1487901.0,0.025617967862109105
1880,Sullivan County,New York,1231,75211.0,0.016367286700083764
1881,Tioga County,New York,113,49045.0,0.002304006524620247
1882,Tompkins County,New York,139,102962.0,0.0013500126260173656
1883,Ulster County,New York,1552,179303.0,0.008655739167777449
1884,Warren County,New York,232,64480.0,0.003598014888337469
1885,Washington County,New York,219,61828.0,0.003542084492462962
1886,Wayne County,New York,96,90856.0,0.0010566170643655896
1887,Westchester County,New York,32224,968815.0,0.03326125214824296
1888,Wyoming County,New York,78,40565.0,0.0019228398866017503
1889,Yates County,New York,23,25009.0,0.0009196689191890919
1890,Alamance County,North Carolina,217,160576.0,0.0013513850139497809
1891,Alexander County,North Carolina,21,37119.0,0.0005657479996767154
1892,Alleghany County,North Carolina,11,10973.0,0.0010024605850724505
1893,Anson County,North Carolina,49,25306.0,0.001936299691772702
1894,Ashe County,North Carolina,27,26786.0,0.0010079892481146867
1895,Avery County,North Carolina,0,17501.0,0.0
1896,Beaufort County,North Carolina,30,47243.0,0.0006350147111741422
1897,Bertie County,North Carolina,87,19644.0,0.004428833231521075
1898,Bladen County,North Carolina,71,33778.0,0.0021019598555272663
1899,Brunswick County,North Carolina,55,126860.0,0.0004335487939460823
1900,Buncombe County,North Carolina,168,254474.0,0.0006601853234515118
1901,Burke County,North Carolina,195,89712.0,0.002173622257891921
1902,Cabarrus County,North Carolina,380,201448.0,0.0018863428775664191
1903,Caldwell County,North Carolina,83,81779.0,0.0010149304833759279
1904,Camden County,North Carolina,2,10447.0,0.0001914425193835551
1905,Carteret County,North Carolina,36,68920.0,0.000522344747533372
1906,Caswell County,North Carolina,43,22746.0,0.0018904422755649346
1907,Catawba County,North Carolina,100,156729.0,0.0006380440122759667
1908,Chatham County,North Carolina,507,69791.0,0.007264547004628104
1909,Cherokee County,North Carolina,27,27668.0,0.0009758565852248085
1910,Chowan County,North Carolina,14,14205.0,0.0009855684618092222
1911,Clay County,North Carolina,8,10813.0,0.0007398501803384815
1912,Cleveland County,North Carolina,54,97159.0,0.0005557899937216316
1913,Columbus County,North Carolina,241,56293.0,0.004281171726502407
1914,Craven County,North Carolina,125,103082.0,0.0012126268407675442
1915,Cumberland County,North Carolina,468,332106.0,0.0014091886325450307
1916,Currituck County,North Carolina,11,25796.0,0.00042642270119398355
1917,Dare County,North Carolina,21,35741.0,0.0005875605047424527
1918,Davidson County,North Carolina,288,164664.0,0.0017490161783996502
1919,Davie County,North Carolina,46,41991.0,0.0010954728394179706
1920,Duplin County,North Carolina,388,59062.0,0.006569367783007687
1921,Durham County,North Carolina,1000,306457.0,0.003263100532864317
1922,Edgecombe County,North Carolina,170,53332.0,0.0031875796894922375
1923,Forsyth County,North Carolina,651,371573.0,0.0017520110449359885
1924,Franklin County,North Carolina,122,64902.0,0.0018797571723521618
1925,Gaston County,North Carolina,203,216585.0,0.000937276358011866
1926,Gates County,North Carolina,14,11563.0,0.001210758453688489
1927,Graham County,North Carolina,2,8557.0,0.0002337267734018932
1928,Granville County,North Carolina,196,58874.0,0.0033291435947956655
1929,Greene County,North Carolina,45,21008.0,0.002142041127189642
1930,Guilford County,North Carolina,846,523582.0,0.0016157927507057157
1931,Halifax County,North Carolina,107,51737.0,0.0020681523861066546
1932,Harnett County,North Carolina,246,130361.0,0.0018870674511548698
1933,Haywood County,North Carolina,25,60433.0,0.0004136812668575116
1934,Henderson County,North Carolina,283,113625.0,0.0024906490649064905
1935,Hertford County,North Carolina,52,24153.0,0.0021529416635614625
1936,Hoke County,North Carolina,149,53239.0,0.0027987002009804843
1937,Hyde County,North Carolina,1,5393.0,0.00018542555164101615
1938,Iredell County,North Carolina,188,172525.0,0.0010896971453412548
1939,Jackson County,North Carolina,24,42256.0,0.0005679666792881485
1940,Johnston County,North Carolina,247,191172.0,0.001292030213629611
1941,Jones County,North Carolina,21,9695.0,0.0021660649819494585
1942,Lee County,North Carolina,317,60125.0,0.0052723492723492724
1943,Lenoir County,North Carolina,153,57227.0,0.002673563178220071
1944,Lincoln County,North Carolina,48,81441.0,0.0005893837256418758
1945,McDowell County,North Carolina,30,45109.0,0.000665055753840697
1946,Macon County,North Carolina,4,34410.0,0.00011624527753560012
1947,Madison County,North Carolina,2,21405.0,9.34361130576968e-05
1948,Martin County,North Carolina,35,23054.0,0.0015181747202220872
1949,Mecklenburg County,North Carolina,2591,1054314.0,0.0024575221423598663
1950,Mitchell County,North Carolina,8,15040.0,0.0005319148936170213
1951,Montgomery County,North Carolina,56,27338.0,0.0020484307557246326
1952,Moore County,North Carolina,164,95629.0,0.0017149609428102354
1953,Nash County,North Carolina,149,94003.0,0.001585055796091614
1954,New Hanover County,North Carolina,127,224231.0,0.0005663802061267175
1955,Northampton County,North Carolina,129,20186.0,0.00639056772020212
1956,Onslow County,North Carolina,71,193912.0,0.0003661454680473617
1957,Orange County,North Carolina,275,142938.0,0.0019239110663364536
1958,Pamlico County,North Carolina,8,12742.0,0.0006278449223041908
1959,Pasquotank County,North Carolina,88,39479.0,0.0022290331568682086
1960,Pender County,North Carolina,45,59020.0,0.0007624534056252118
1961,Perquimans County,North Carolina,23,13459.0,0.0017088936770933948
1962,Person County,North Carolina,32,39305.0,0.0008141457829792647
1963,Pitt County,North Carolina,207,177372.0,0.001167038765983357
1964,Polk County,North Carolina,32,20458.0,0.0015641802717763222
1965,Randolph County,North Carolina,455,142958.0,0.0031827529763986625
1966,Richmond County,North Carolina,112,45189.0,0.002478479275929983
1967,Robeson County,North Carolina,531,133442.0,0.003979256905621918
1968,Rockingham County,North Carolina,46,91270.0,0.0005039991234797853
1969,Rowan County,North Carolina,526,139605.0,0.003767773360552989
1970,Rutherford County,North Carolina,153,66532.0,0.0022996452834726146
1971,Sampson County,North Carolina,244,63561.0,0.003838831988168846
1972,Scotland County,North Carolina,52,35262.0,0.0014746752878452725
1973,Stanly County,North Carolina,32,61114.0,0.0005236116110874759
1974,Stokes County,North Carolina,30,45905.0,0.0006535235813092256
1975,Surry County,North Carolina,89,72099.0,0.001234413792146909
1976,Swain County,North Carolina,6,14254.0,0.0004209344745334643
1977,Transylvania County,North Carolina,7,33513.0,0.00020887416823322293
1978,Tyrrell County,North Carolina,4,4119.0,0.0009711094925952901
1979,Union County,North Carolina,352,226694.0,0.0015527539326140084
1980,Vance County,North Carolina,195,44482.0,0.004383795692639719
1981,Wake County,North Carolina,1212,1046558.0,0.0011580820174323832
1982,Warren County,North Carolina,29,20033.0,0.0014476114411221485
1983,Washington County,North Carolina,26,12156.0,0.0021388614675880223
1984,Watauga County,North Carolina,9,54117.0,0.00016630633627141194
1985,Wayne County,North Carolina,832,124002.0,0.006709569200496766
1986,Wilkes County,North Carolina,423,68460.0,0.0061787905346187555
1987,Wilson County,North Carolina,238,81336.0,0.0029261335693911675
1988,Yadkin County,North Carolina,103,37665.0,0.002734634275852914
1989,Yancey County,North Carolina,8,17667.0,0.000452821644874625
1990,Adams County,North Dakota,0,2351.0,0.0
1991,Barnes County,North Dakota,4,10836.0,0.00036913990402362494
1992,Benson County,North Dakota,1,6886.0,0.00014522218995062446
1993,Billings County,North Dakota,0,946.0,0.0
1994,Bottineau County,North Dakota,0,6589.0,0.0
1995,Bowman County,North Dakota,1,3195.0,0.00031298904538341156
1996,Burke County,North Dakota,5,2213.0,0.0022593764121102574
1997,Burleigh County,North Dakota,113,93737.0,0.0012055004960687882
1998,Cass County,North Dakota,1147,174202.0,0.00658431016865478
1999,Cavalier County,North Dakota,0,3824.0,0.0
2000,Dickey County,North Dakota,0,4970.0,0.0
2001,Divide County,North Dakota,1,2369.0,0.00042211903756859433
2002,Dunn County,North Dakota,11,4387.0,0.00250740825165261
2003,Eddy County,North Dakota,2,2313.0,0.0008646779074794639
2004,Emmons County,North Dakota,1,3352.0,0.0002983293556085919
2005,Foster County,North Dakota,1,3290.0,0.00030395136778115504
2006,Golden Valley County,North Dakota,0,1882.0,0.0
2007,Grand Forks County,North Dakota,317,70400.0,0.0045028409090909095
2008,Grant County,North Dakota,2,2380.0,0.0008403361344537816
2009,Griggs County,North Dakota,0,2266.0,0.0
2010,Hettinger County,North Dakota,0,2576.0,0.0
2011,Kidder County,North Dakota,0,2460.0,0.0
2012,LaMoure County,North Dakota,0,4100.0,0.0
2013,Logan County,North Dakota,0,1927.0,0.0
2014,McHenry County,North Dakota,2,5927.0,0.0003374388392103931
2015,McIntosh County,North Dakota,1,2654.0,0.00037678975131876413
2016,McKenzie County,North Dakota,15,12536.0,0.001196553924696873
2017,McLean County,North Dakota,6,9608.0,0.0006244796003330558
2018,Mercer County,North Dakota,4,8570.0,0.0004667444574095683
2019,Morton County,North Dakota,40,30544.0,0.0013095861707700367
2020,Mountrail County,North Dakota,42,10152.0,0.004137115839243499
2021,Nelson County,North Dakota,1,2920.0,0.00034246575342465754
2022,Oliver County,North Dakota,1,1837.0,0.0005443658138268917
2023,Pembina County,North Dakota,6,7016.0,0.0008551881413911061
2024,Pierce County,North Dakota,3,4210.0,0.0007125890736342043
2025,Ramsey County,North Dakota,7,11557.0,0.0006056935190793458
2026,Ransom County,North Dakota,4,5361.0,0.0007461294534601753
2027,Renville County,North Dakota,1,2495.0,0.0004008016032064128
2028,Richland County,North Dakota,9,16288.0,0.0005525540275049116
2029,Rolette County,North Dakota,4,14603.0,0.0002739163185646785
2030,Sargent County,North Dakota,3,3883.0,0.0007725985063095545
2031,Sheridan County,North Dakota,0,1405.0,0.0
2032,Sioux County,North Dakota,1,4413.0,0.00022660321776569228
2033,Slope County,North Dakota,3,704.0,0.004261363636363636
2034,Stark County,North Dakota,61,30876.0,0.0019756445135380232
2035,Steele County,North Dakota,1,1910.0,0.0005235602094240838
2036,Stutsman County,North Dakota,16,21064.0,0.0007595898214963919
2037,Towner County,North Dakota,0,2246.0,0.0
2038,Traill County,North Dakota,2,8019.0,0.00024940765681506424
2039,Walsh County,North Dakota,10,10802.0,0.0009257544899092761
2040,Ward County,North Dakota,28,69034.0,0.00040559724193875484
2041,Wells County,North Dakota,2,4055.0,0.0004932182490752158
2042,Williams County,North Dakota,21,34061.0,0.0006165409118933677
2043,Adams County,Ohio,8,27878.0,0.00028696463160915415
2044,Allen County,Ohio,167,103642.0,0.0016113158758032458
2045,Ashland County,Ohio,15,53477.0,0.0002804944181610786
2046,Ashtabula County,Ohio,232,98136.0,0.002364066193853428
2047,Athens County,Ohio,8,65936.0,0.00012132977432661975
2048,Auglaize County,Ohio,54,45784.0,0.001179451336711515
2049,Belmont County,Ohio,328,68472.0,0.004790279238228765
2050,Brown County,Ohio,22,43679.0,0.0005036745346734128
